desc_problema,ano,modelo_carro,categoria_problema,peca_problema
"Recentemente, notei que meu Azera está fazendo barulhos estranhos ao acelerar. O mecânico mencionou que isso pode ser devido a um filtro de combustível entupido. Estou preocupado que isso possa causar problemas maiores se não for resolvido logo",2022,Azera,Filtro/Vela de Ignição,Cilindro de ignição
"O ar condicionado do meu Azera não está funcionando bem, e o mecânico comentou que pode ser devido ao filtro de cabine sujo. Isso pode afetar a qualidade do ar? Devo fazer a troca do filtro imediatamente?",2010,Azera,Filtro/Vela de Ignição,Cilindro de ignição
"Enquanto dirigia meu Renegade, o motor começou a tremer em marcha lenta. O mecânico sugeriu que as velas de ignição podem estar danificadas. Isso pode causar danos maiores ao motor se eu continuar dirigindo assim?",2011,Renegade,Filtro/Vela de Ignição,Cilindro de ignição
O meu Renegade começou a apresentar dificuldade para acelerar. O mecânico disse que isso pode ser causado por um filtro de ar entupido. Devo resolver isso rapidamente para evitar danos ao motor?,2012,Renegade,Filtro/Vela de Ignição,Interruptor de ignição
"Recentemente, percebi que meu Renegade estava emitindo fumaça ao ligar o motor. O mecânico mencionou que isso pode ser um sinal de que as velas de ignição estão queimadas. Estou preocupado e quero resolver isso antes que se agrave.",2013,Renegade,Filtro/Vela de Ignição,Interruptor de ignição
"O meu Civic começou a dar falhas durante a aceleração, e o mecânico sugeriu que eu verificasse as velas de ignição. Isso pode afetar o consumo de combustível? Devo trocar as velas imediatamente?",2014,Civic,Filtro/Vela de Ignição,Interruptor de ignição
"Enquanto dirigia, notei uma redução na potência do meu Civic. O mecânico comentou que um filtro de ar sujo pode ser a causa. Isso é algo que posso ignorar por um tempo ou devo resolver logo?",2015,Civic,Filtro/Vela de Ignição,Cilindro de ignição
"O painel do meu Civic começou a piscar, e o mecânico disse que isso pode ser um sinal de que as velas de ignição estão falhando. Estou preocupado que isso possa afetar a segurança. Devo agir rápido e fazer a troca?",2017,Civic,Filtro/Vela de Ignição,Interruptor de ignição
"Recentemente, percebi que meu Tucson está puxando para a direita enquanto dirijo. Fui ao mecânico, que disse que pode ser um problema de alinhamento. Estou preocupado com a segurança. Devo resolver isso imediatamente ou posso esperar?",2018,Tucson,Alinhamento,Alinhamento das rodas
"Após um buraco na estrada, notei que o volante do meu Tucson estava desalinhado. O mecânico sugeriu que isso poderia afetar o desgaste dos pneus. Quanto tempo posso esperar para fazer o alinhamento?",2019,Tucson,Alinhamento,Alinhamento das rodas
O meu Tucson começou a vibrar em altas velocidades. O mecânico comentou que isso pode ser um sinal de que o alinhamento está fora. Devo fazer o serviço imediatamente para evitar danos maiores?,2020,Tucson,Alinhamento,Alinhamento das rodas
"Enquanto dirigia meu Azera, percebi que os pneus estavam se desgastando de forma irregular. O mecânico me disse que isso pode ser resultado de um problema de alinhamento. Estou preocupado com a durabilidade dos pneus. Devo corrigir isso agora?",2010,Azera,Alinhamento,Alinhamento das rodas
"Depois de bater em um buraco, o volante do meu Azera começou a ficar mais pesado. O mecânico mencionou que pode ser um problema no alinhamento. Isso pode afetar a segurança na estrada?",2011,Azera,Alinhamento,Alinhamento das rodas
O meu Azera começou a fazer barulhos estranhos nas curvas. O mecânico sugeriu que isso pode ser um sinal de que o alinhamento está desregulado. Devo levar o carro para uma verificação urgente?,2013,Azera,Alinhamento,Alinhamento das rodas
"O meu Renegade estava puxando para a esquerda, e o mecânico disse que isso pode ser um problema de alinhamento. Fiquei preocupado com a segurança, pois isso pode causar um acidente. Quanto tempo devo esperar para resolver isso?",2014,Renegade,Alinhamento,Alinhamento das rodas
"Após fazer a troca dos pneus do meu Renegade, percebi que o volante não estava mais centralizado. O mecânico comentou que pode ser necessário fazer o alinhamento. Isso é algo que posso ignorar?",2016,Renegade,Alinhamento,Alinhamento das rodas
O meu Renegade começou a vibrar ao acelerar e o mecânico mencionou que isso pode estar relacionado ao alinhamento. Estou nervoso com a possibilidade de danificar os pneus. Devo agir rápido?,2017,Renegade,Alinhamento,Alinhamento das rodas
"Durante uma viagem longa, percebi que o meu Civic estava puxando para um lado. O mecânico sugeriu que isso pode ser um problema de alinhamento. Isso pode afetar a estabilidade do carro?",2018,Civic,Alinhamento,Alinhamento das rodas
"O volante do meu Civic estava vibrando, e o mecânico me informou que pode ser um sinal de que o alinhamento está fora. Estou preocupado com a segurança. Devo resolver isso antes de viajar?",2019,Civic,Alinhamento,Alinhamento das rodas
O meu Civic começou a apresentar desgaste irregular nos pneus. O mecânico mencionou que isso pode ser resultado de um alinhamento inadequado. Quais são as consequências se eu deixar isso para depois?,2020,Civic,Alinhamento,Alinhamento das rodas
"Enquanto dirigia meu Tucson a altas velocidades, percebi que o volante estava tremendo. O mecânico disse que isso pode ser um problema de balanceamento nas rodas. Devo fazer o balanceamento imediatamente ou posso esperar até a próxima revisão?",2021,Tucson,Balanceamento/Geometria,Balaceamento das rodas
"Após uma viagem em estrada de terra, meu Tucson começou a puxar para a direita. O mecânico sugeriu que isso pode ser um problema de geometria. Estou preocupado com a segurança e a durabilidade dos pneus. O que devo fazer?",2023,Tucson,Balanceamento/Geometria,Balaceamento das rodas
Notei que os pneus do meu Tucson estavam desgastando de forma irregular. O mecânico comentou que isso pode ser resultado de um balanceamento incorreto. É urgente corrigir isso para evitar danos maiores?,2010,Tucson,Balanceamento/Geometria,Balaceamento das rodas
Meu Azera começou a vibrar bastante ao atingir 100 km/h. O mecânico me informou que isso pode ser um problema de balanceamento. Devo fazer esse serviço agora ou posso esperar um pouco?,2012,Azera,Balanceamento/Geometria,Balaceamento das rodas
"Após uma batida leve, percebi que meu Azera estava puxando para um lado. O mecânico disse que isso pode ser um sinal de que a geometria está desregulada. Estou preocupado com a segurança. Devo resolver isso rapidamente?",2014,Azera,Balanceamento/Geometria,Balaceamento das rodas
Fiquei surpreso ao notar que meu Azera estava fazendo barulhos estranhos nas curvas. O mecânico sugeriu que isso pode ser um problema no balanceamento. Isso pode afetar a dirigibilidade do carro?,2015,Azera,Balanceamento/Geometria,Balaceamento das rodas
"O volante do meu Renegade não estava centralizado, mesmo quando dirigia em linha reta. O mecânico me disse que isso pode ser um problema de geometria. Isso pode causar um desgaste irregular nos pneus?",2016,Renegade,Balanceamento/Geometria,Balaceamento das rodas
"Enquanto dirigia, meu Renegade começou a vibrar em altas velocidades. O mecânico comentou que isso pode ser um problema de balanceamento. Estou preocupado se isso pode afetar a segurança. Devo agir rapidamente?",2018,Renegade,Balanceamento/Geometria,Balaceamento das rodas
"Após trocar os pneus do meu Renegade, percebi que estava puxando para um lado. O mecânico sugeriu que pode ser necessário fazer o alinhamento e balanceamento. Quanto isso pode custar?",2019,Renegade,Balanceamento/Geometria,Balaceamento das rodas
"Durante uma viagem, notei que o meu Civic estava se comportando de forma estranha nas curvas. O mecânico comentou que isso pode estar relacionado à geometria. Devo levar o carro para uma verificação imediata?",2022,Civic,Balanceamento/Geometria,Balaceamento das rodas
O meu Civic começou a vibrar ao dirigir em estrada pavimentada. O mecânico me informou que isso pode ser um problema de balanceamento. É seguro continuar dirigindo até resolver isso?,2023,Civic,Balanceamento/Geometria,Balaceamento das rodas
Notei que os pneus do meu Civic estavam desgastando de maneira desigual. O mecânico disse que isso pode ser devido a problemas de balanceamento. Devo fazer o serviço imediatamente para evitar mais danos?,2024,Civic,Balanceamento/Geometria,Balaceamento das rodas
